Date Added,category,sellerlink,brand_name,product_count,positive_rating_percentage,rating_count,country,Count of seller brands,Hero Product 1 #ratings,Hero Product 2 #ratings,Max % of negative seller ratings - last 30 days,Max % of negative seller ratings - last 90 days,Max % of negative seller ratings - last 12 months,businessaddress,sellerstorefront-url,Sample Brand URL,email_id,phone_number
15-Nov-20,Garden,Seller 259,Sunpet,350,70,10,Other,16,4262,2918,0,0,20,15Cato StreetBIRMINGHAMWest MidlandsB7 4TSGB,Seller 259-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Sunpet,NULL,NULL
15-Nov-20,Garden,Seller 260,Youtang,1000,88,75,Canada,12,614,496,0,0,0,Longtang Xincun Bei 10xiang 4dong 601Longhuaxinqu MinzhijiedaoShenzhenGuangdong518109CN,Seller 260-storefrontlink,https://www.amazon.de/-/en/Youtang/b/ref=bl_dp_s_web_20339711031?ie=UTF8&node=20339711031&field-lbr_brands_browse-bin=Youtang,NULL,NULL
15-Nov-20,Garden,Seller 261,Natinos Store,4,100,19,Other,1,51,49,0,0,0,,Seller 261-storefrontlink,https://www.amazon.de/-/en/stores/NATINOS/page/63D8F88A-13FA-4C6B-B9E5-74D29FAFF093?ref_=ast_bln,info@natinos.de,15114949348
15-Nov-20,Garden,Seller 262,Out of the blue,261,100,16,Other,13,997,888,0,0,0,5 bis rue CarnotLaneuveville devant nancy54410FR,Seller 262-storefrontlink,https://www.amazon.de/-/en/Out-of-the-blue/b/ref=bl_dp_s_web_15982842031?ie=UTF8&node=15982842031&field-lbr_brands_browse-bin=Out+of+the+blue,NULL,NULL
15-Nov-20,Garden,Seller 263,Lebeaut,7000,NULL,NULL,Canada,3,0,0,0,0,0,caoxiandajizhenliuwancunhezeshishandongsheng274400CN,Seller 263-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Lebeaut,NULL,NULL
15-Nov-20,Garden,Seller 264,ZESHIZE,199,75,4,Canada,3,4,2,0,0,0,xigongquzhongzhouzhonglu245hao1zhuang2401luoyangshihenansheng471000CN,Seller 264-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=ZESHIZE,NULL,NULL
15-Nov-20,Garden,Seller 265,Reisenthel,3000,98,124,Germany,15,15082,12487,0,0,2,Leder Milz Inh  Irene KoserLindenstr  8LudwigsburgBW71634DE,Seller 265-storefrontlink,https://www.amazon.de/-/en/Reisenthel/b/ref=bl_dp_s_web_20129692031?ie=UTF8&node=20129692031&field-lbr_brands_browse-bin=Reisenthel,Info@LederMilz.deRegistergericht:,NULL
15-Nov-20,Garden,Seller 266,Paramount City,552,91,11,Canada,8,609,122,0,0,9,413 donghuadakejiyuan 103hao baonanlunanliandiliugongyequ longgangjiedao longgangqushenzhenshiguangdongsheng518000CN,Seller 266-storefrontlink,https://www.amazon.de/-/en/Paramount-City/b/ref=bl_dp_s_web_17411871031?ie=UTF8&node=17411871031&field-lbr_brands_browse-bin=Paramount+City,NULL,NULL
15-Nov-20,Garden,Seller 267,WDBZD,1000,NULL,NULL,Canada,3,0,0,0,0,0,hebeishengshijiazhuangshiyuhuaqudongerhuanyuhuaizhonglujiaokoudongmingjiaju6lou3haoshi jia zhuang shihe bei sheng050022CN,Seller 267-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WDBZD,NULL,NULL
15-Nov-20,Garden,Seller 268,Zarges,6000,92,74,Germany,15,1187,148,22,11,7,Georgsplatz10HamburgHamburg20099DE,Seller 268-storefrontlink,https://www.amazon.de/-/en/Zarges/b/ref=bl_dp_s_web_3165565031?ie=UTF8&node=3165565031&field-lbr_brands_browse-bin=Zarges,NULL,NULL
15-Nov-20,Garden,Seller 269,Leiyini,1000,90,130,Canada,4,157,131,0,0,8,Futianqu Huaqiangbeijiedao ZhenxingluHuayundasha 1dong504shiShenzhenshiGuangdong518000CN,Seller 269-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=sporting-de&field-keywords=Leiyini,NULL,NULL
15-Nov-20,Garden,Seller 270,Faraone4w,24,50,2,Canada,1,341,30,50,50,50,hongbaoluyu107fudaojiaochakouxiangdongshangchengdashacangku11haokujinshuiquzhengzhoushi450003CN,Seller 270-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Faraone4w,NULL,NULL
15-Nov-20,Garden,Seller 271,LOHOX,835,NULL,NULL,Other,5,108,8,0,0,0,,Seller 271-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=LOHOX,NULL,NULL
15-Nov-20,Garden,Seller 272,NAIZY,138,93,1414,Canada,6,585,387,6,5,6,qing long lu 5 hao zong he lou shou ceng di 10 kaheng lan zhenzhong shan shiguang dong sheng528478CN,Seller 272-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=NAIZY,NULL,NULL
15-Nov-20,Garden,Seller 273,Windhager,1000,91,464,Germany,16,1289,568,13,8,8,Lemodo GmbhSteindeckerstraï¿½e 2BechhofenBayern91572DE,Seller 273-storefrontlink,https://www.amazon.de/Windhager/b/ref=bl_dp_s_web_1735223031?ie=UTF8&node=1735223031&field-lbr_brands_browse-bin=Windhager,info@lemodo.de,NULL
15-Nov-20,Garden,Seller 274,ZheQR,5000,100,2,Canada,8,1,1,0,0,0,furongqulongpinggaokejiyuanlongyuansanlumeidisikejichanyeyuachangshashihunansheng410000CN,Seller 274-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=ZheQR,NULL,NULL
15-Nov-20,Garden,Seller 275,Pavillo,1000,87,15,Other,15,22603,12676,0,0,13,"Via Toledo, 350/351NapoliNA80134IT",Seller 275-storefrontlink,https://www.amazon.de/-/en/Pavillo/b/ref=bl_dp_s_web_17709114031?ie=UTF8&node=17709114031&field-lbr_brands_browse-bin=Pavillo,NULL,NULL
15-Nov-20,Garden,Seller 276,A.G.S.,935,99,95,Germany,16,18,16,0,0,0,Waldstr  5HeusenstammHessen63150DE,Seller 276-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=A.G.S.,NULL,NULL
15-Nov-20,Garden,Seller 277,LEotiE SINCE 2004,70000,96,304,Germany,1,92,63,0,1,2,Raiffeisenstrasse1Rosbach61191DE,Seller 277-storefrontlink,https://www.amazon.de/-/en/LEotiE-SINCE-2004/b/ref=bl_dp_s_web_3257256031?ie=UTF8&node=3257256031&field-lbr_brands_browse-bin=LEotiE+SINCE+2004,info@leotie.de,60039355800
15-Nov-20,Garden,Seller 278,Tetra Store,2000,53,15,Other,16,9116,6765,100,75,40,11lotissement le grand prï¿½LEAZ01200FR,Seller 278-storefrontlink,https://www.amazon.de/-/en/stores/Tetra/page/DCE34886-C391-4ADB-953C-11124A982133?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 279,Weber Store,4000,91,11,Other,16,8448,5043,0,0,9,31 RUE NEUVECRAON53400FR,Seller 279-storefrontlink,https://www.amazon.de/-/en/stores/Weber/page/97CDA426-21A5-4BA8-9E0F-AFDA8004B64D?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 280,le terrecotte di cassiano fabio,202,69,16,Other,16,284,152,0,0,25,via serroni sncLE TERRECOTTE DI FABIO CASSIANOGIFFONI SEI CASALISA84090IT,Seller 280-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=le+terrecotte+di+cassiano+fabio,NULL,NULL
15-Nov-20,Garden,Seller 281,Philips Store,4000,80,15,Germany,16,16088,5882,0,25,20,van-Randenborgh-Weg4BielefeldGermany33602DE,Seller 281-storefrontlink,https://www.amazon.de/-/en/stores/Philips/page/27B5741D-A3D9-49A1-9BC9-579080C75468?ref_=ast_bln,datenschutz@leuchtenzentrale.de,NULL
15-Nov-20,Garden,Seller 282,Philips Hue Store,10000,89,351,Germany,15,16088,9242,11,11,11,Maria-von-Linden Straï¿½e 9Recklinghausen45665DE,Seller 282-storefrontlink,https://www.amazon.de/-/en/stores/Philips+Hue/page/70E215C2-95AD-4399-AE1A-4F6C289B83FF?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 283,Windhager,2000,100,30,Germany,16,2782,199,0,0,0,Emil-Rï¿½ssler-Str 44Neustadt35279DE,Seller 283-storefrontlink,https://www.amazon.de/-/en/Windhager/b/ref=bl_dp_s_web_1735223031?ie=UTF8&node=1735223031&field-lbr_brands_browse-bin=Windhager,shop@lexberg.de,NULL
15-Nov-20,Garden,Seller 284,OSRAM Lamps Store,352,97,61,Germany,15,7053,4085,0,8,3,C/o Gï¿½bbelsRudolf Diesel Str 2aWeilerswistNordrhein-Westfalen53919DE,Seller 284-storefrontlink,https://www.amazon.de/-/en/stores/LEDVANCE/page/1DF0C410-0328-4D27-B158-915FAE92A5E2?ref_=ast_bln,Impressum,177
15-Nov-20,Garden,Seller 285,3Kamido,6000,73,15,Other,15,1467,1267,0,0,20,via pompei 1/asciaccaAgrigento92019IT,Seller 285-storefrontlink,https://www.amazon.de/-/en/3Kamido/b/ref=bl_dp_s_web_15487509031?ie=UTF8&node=15487509031&field-lbr_brands_browse-bin=3Kamido,NULL,NULL
15-Nov-20,Garden,Seller 286,Mkono,47,NULL,NULL,Canada,13,1043,889,0,0,0,qianhaishenganghezuoquqianwanyilu1haoAdong201shenzhenshiguangdongsheng518000CN,Seller 286-storefrontlink,https://www.amazon.de/-/en/Mkono/b/ref=bl_dp_s_web_9310335031?ie=UTF8&node=9310335031&field-lbr_brands_browse-bin=Mkono,NULL,NULL
15-Nov-20,Garden,Seller 287,Gieï¿½kanne,20000,50,2,Canada,16,3,1,0,0,50,xinwucundongqu21dong102taoyuanjiedaoshenzhenshinanshanquguangdongsheng518000CN,Seller 287-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Gie%C3%9Fkanne,NULL,NULL
15-Nov-20,Garden,Seller 288,Li jing home,4000,60,5,Canada,16,2,1,0,50,67,Luo Hu Qu Nan Hu Jie Dao Ren Min Nan LuJia Ning Na You Yi Guang Chang A Zuo 509 ShiShen ZhenGuang Dong518000CN,Seller 288-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Li+jing+home,NULL,NULL
15-Nov-20,Garden,Seller 289,Zhhlinyuan,9000,67,12,Canada,2,9,4,0,0,33,5 hao 15 dong 701 fangxiangzhou xiang xi luzhuhaishiguangdong519000CN,Seller 289-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Zhhlinyuan,NULL,NULL
15-Nov-20,Garden,Seller 290,N\A,6000,0,1,Canada,5,1,0,0,100,100,fuchunjiedaoyuzhongchanglu8haohangzhoushifuyangquzhejiangsheng311401CN,Seller 290-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=N%5CA,NULL,NULL
15-Nov-20,Garden,Seller 291,WWJQ,2000,100,2,Canada,15,3,1,0,0,0,He Jin Shi Fan Cun Zhen Fan CunYun Cheng ShiShan Xi Sheng043300CN,Seller 291-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WWJQ,NULL,NULL
15-Nov-20,Garden,Seller 292,Aufblasbare Pools,5000,63,8,Canada,15,3,1,0,0,50,Nan Shan Qu Tao Yuan Jie DaoZhu Guang Lu Zhu Guang Cun Xi Qu 7 Hao 202 HaoShen ZhenGuang Dong518000CN,Seller 292-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Aufblasbare+Pools,NULL,NULL
15-Nov-20,Garden,Seller 293,ZWH,10000,NULL,NULL,Canada,14,3,2,0,0,0,MA YU XI JIE MA YU XIAO QU3 HAO LOU 201 SHILIN XIANSHAN XI SHENG033200CN,Seller 293-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=ZWH,NULL,NULL
15-Nov-20,Garden,Seller 294,PAKASEPT,20000,100,2,Canada,16,31,12,0,0,0,dafenghuameishequ 1shexinduquchengdushisichuansheng610500CN,Seller 294-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=PAKASEPT,NULL,NULL
15-Nov-20,Garden,Seller 295,Zhaomi,317,100,2,Canada,3,12,2,0,0,0,xinjiangxianwananzhenximacuncunxinanyunchengshanxi043100CN,Seller 295-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Zhaomi,NULL,NULL
15-Nov-20,Garden,Seller 296,GGOOD,7000,74,117,Canada,14,1247,39,0,6,21,"nanliancun bixinlu2055hao jiayeguangchang415longgangjiedao, longgangqushenzhenshiguangdongsheng518116CN",Seller 296-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=GGOOD,NULL,NULL
15-Nov-20,Garden,Seller 297,Zixin,20000,NULL,NULL,Canada,3,0,0,0,0,0,JunLianXianJunLianZhenHaiYingGongYeYuanQuB2-02HaoDiKuaiZongHeLou18-1-1Di5930HaoGongWeiYiBinShiSiChuanSheng645250CN,Seller 297-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Zixin,NULL,NULL
15-Nov-20,Garden,Seller 298,SDBRKYH,5000,60,5,Canada,13,3,3,0,0,20,futianqu futianjiedao fuxinglu damenfang 35dong202shenzhenguangdong518033CN,Seller 298-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=SDBRKYH,NULL,NULL
15-Nov-20,Garden,Seller 299,WishY,415,NULL,NULL,Canada,1,0,0,0,0,0,ChangJiShiXiWaiHuanNanLuQuanYouNongZiShiChang4Dong4-019HaoMenMianFang(126Qu1Qiu4Dong)ChangJiZhouXinJiang831100CN,Seller 299-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=WishY,NULL,NULL
15-Nov-20,Garden,Seller 300,NFJ,2000,50,2,Canada,7,2,0,0,100,50,ShanXiZongGaiShiFanQuTaiYuanTangHuaiYuanQuNanHeiYaoCunXiYiJie1Hao2HuTaiYuanShiShanXiSheng030000CN,Seller 300-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=NFJ,NULL,NULL
15-Nov-20,Garden,Seller 301,Paulmann Store,3000,98,790,Germany,15,173,149,2,1,1,Wolfsbankring38EssenNRW45355DE,Seller 301-storefrontlink,https://www.amazon.de/-/en/stores/Paulmann+Licht+GmbH/page/D412D51F-418C-4C96-9473-7C5F159198ED?ref_=ast_bln,lichtquelle321@web.de,2018139497
15-Nov-20,Garden,Seller 302,SpiceFlow,96,99,203,Germany,2,788,300,0,0,0,Gartenstr Gartenstr  8Morschen34326DE,Seller 302-storefrontlink,https://www.amazon.de/-/en/SpiceFlow/b/ref=bl_dp_s_web_15846554031?ie=UTF8&node=15846554031&field-lbr_brands_browse-bin=SpiceFlow,NULL,NULL
15-Nov-20,Garden,Seller 303,MQJJ,30000,100,1,Canada,2,0,0,0,0,0,ShanDongShengHeZeShiKaiFaQuRenMinLuJiaoTongWeiLaiChengAZuo10022ShiHeZeShiShanDongSheng274000CN,Seller 303-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=MQJJ,NULL,NULL
15-Nov-20,Garden,Seller 304,Tengyuntong,7000,100,1,Canada,2,0,0,0,0,0,shandongshengbinzhoushibinchengquhuangheerlubohaiwuluxinyudaxiaerceng203shibinzhoushishandongsheng256600CN,Seller 304-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Tengyuntong,NULL,NULL
15-Nov-20,Garden,Seller 305,ZKORN,7000,0,1,Canada,14,1,0,0,0,100,YingZeQuMaZhuangNanJie32Hao14Zhuang3DanYuan13Ceng1303HaoTaiYuanShanXi030000CN,Seller 305-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=ZKORN,NULL,NULL
15-Nov-20,Garden,Seller 306,PLLP,20000,NULL,NULL,Canada,3,0,0,0,0,0,gaoxinquguanghuijie49haozhujiangzonglvyuansiqi11dong707shihengyangshihunansheng421000CN,Seller 306-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=diy&field-keywords=PLLP,NULL,NULL
15-Nov-20,Garden,Seller 307,ZMHS,561,0,1,Other,3,0,0,0,100,100,,Seller 307-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=ZMHS,NULL,NULL
15-Nov-20,Garden,Seller 308,vidaXL,10000,99,137,Canada,3,902,839,13,9,1,Nanhujiedao Jiabinlu 23haodayuan4025hao Hangyunzonghelou 1dong7ceng B001-69shenzhenshiluohuqu518000CN,Seller 308-storefrontlink,https://www.amazon.de/-/en/vidaXL/b/ref=bl_dp_s_web_20038948031?ie=UTF8&node=20038948031&field-lbr_brands_browse-bin=vidaXL,NULL,NULL
15-Nov-20,Garden,Seller 309,Life's A Breeze,585,79,19,Other,15,391,318,0,0,33,LIFES A BREEZE GB LTDUNIT 5 GRATTON COURT GRATTON WAY ROUNDSWELLROUNDSWELL BUSINESS PARKDevonEX31 3NLGB,Seller 309-storefrontlink,https://www.amazon.de/-/en/Lifes-A-Breeze/b/ref=bl_dp_s_web_18847951031?ie=UTF8&node=18847951031&field-lbr_brands_browse-bin=Life%27s+A+Breeze,NULL,NULL
15-Nov-20,Garden,Seller 310,Rï¿½sle,1000,82,50,Other,14,2960,2354,50,27,18,Torhoutsesteenweg 100Brugge8200BE,Seller 310-storefrontlink,https://www.amazon.de/-/en/R%C3%B6sle/b/ref=bl_dp_s_web_3317591031?ie=UTF8&node=3317591031&field-lbr_brands_browse-bin=R%C3%B6sle,NULL,NULL
15-Nov-20,Garden,Seller 311,Schneider Store,730,95,73,Germany,14,2357,1807,0,0,3,Niederlassung DresdenBodenbacher Straï¿½e 81DresdenSachsen01277DE,Seller 311-storefrontlink,https://www.amazon.de/-/en/stores/Xaver+Schneider+GmbH+%26+Co.+KG/page/22CAEEDC-0486-41E5-965E-06BC11AD0003?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 312,ZOJIRUSHI,10000,81,43,Other,15,5012,4129,0,13,16,ryohukuzi323-3 syainterasu2 201kasiba-shinara6390235JP,Seller 312-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=ZOJIRUSHI,NULL,NULL
15-Nov-20,Garden,Seller 313,YLCJ,50000,93,29,Canada,4,30,1,0,0,3,Xiao Dian Qu LongChengDaDaoDongDuanDongLongYi Wan1102HaoTai Yuan ShiShan Xi Sheng030032CN,Seller 313-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=YLCJ,NULL,NULL
15-Nov-20,Garden,Seller 314,Lights4fun Store,493,96,2112,Other,2,5262,1478,2,2,3,The HamletHornbeam Park AvenueHarrogateHG2 8REGB,Seller 314-storefrontlink,https://www.amazon.de/-/en/stores/Lights4fun/page/F1329C04-6457-4AE9-BF85-B8330911C0DC?ref_=ast_bln,sales@lights4fun.de,NULL
15-Nov-20,Garden,Seller 315,Puilkfgt,20000,100,1,Canada,3,1,0,0,0,0,gaoxinqulutaidadao179haoluzhonganquanshengchankaoshizhongxinyuannaziboshishandongsheng255000CN,Seller 315-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=automotive&field-keywords=Puilkfgt,NULL,NULL
15-Nov-20,Garden,Seller 316,WLQP,7000,NULL,NULL,Canada,2,0,0,0,0,0,beijingshihaidianquxicaochangyihao8ceng85168beijingshibeijingshi100000CN,Seller 316-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WLQP,NULL,NULL
15-Nov-20,Garden,Seller 317,Hengda Store,98,93,195,Canada,8,155,145,2,3,7,yaohaiqulonggangkaifaquwanggangcunhedianlunance1zhuang119shihefeishianhuisheng230000CN,Seller 317-storefrontlink,https://www.amazon.de/-/en/stores/Hengda/page/721B8632-26B5-4113-B191-18A85A83E270?ref_=ast_bln,NULL,NULL
15-Nov-20,Garden,Seller 318,Klapptisch,4000,92,13,Canada,15,3,3,0,0,0,Nan Shan Qu She Kou JIe Dao Hua Huo LuLei Gong Ling Cun 25 Hao A306Shen ZhenGuang Dong518000CN,Seller 318-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=Klapptisch,NULL,NULL
15-Nov-20,Garden,Seller 319,TIZORAX,30000,NULL,NULL,Canada,2,0,0,0,0,0,HangChengJieDaoZhaoYangZhongLu52-23HaoFuZhouShiZhangLeQuFuJianSheng350005CN,Seller 319-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=TIZORAX,NULL,NULL
15-Nov-20,Garden,Seller 320,YLJYJ,10000,60,5,Canada,3,0,0,0,0,40,LanXianDongCunZhenNanBaiJiaZhuangCunLvLiangShiShanXiSheng033599CN,Seller 320-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=sporting-de&field-keywords=YLJYJ,NULL,NULL
15-Nov-20,Garden,Seller 321,LCYZ,3000,60,5,Canada,3,8,0,0,0,40,YingZeQuChaoYangJie106HaoTaiYuanShiShengYaFuShiPinPaiYouXianGongSi5LouB0203HaoTaiYuanShanXi030045CN,Seller 321-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=LCYZ,NULL,NULL
15-Nov-20,Garden,Seller 322,Umbra Store,7000,94,196,Germany,16,60384,57769,12,5,6,Dr -Salvador-Allende-Str 191ChemnitzSachsen09119DE,Seller 322-storefrontlink,https://www.amazon.de/-/en/stores/Umbra/page/43991FD4-1C3C-4688-A9A5-2626B1F05564?ref_=ast_bln,shop@variastore.com,371
15-Nov-20,Garden,Seller 323,Swiffer Store,30000,92,699,Germany,16,71673,58332,3,9,6,Brechtestr  44Rheine48431DE,Seller 323-storefrontlink,https://www.amazon.de/-/en/stores/P%26G+Swiffer/page/8A68D15C-DDA0-4284-882A-DF5F27FC1E44?ref_=ast_bln,info@limuno.com,NULL
15-Nov-20,Garden,Seller 324,TDP,1000,89,27,Other,15,6964,3421,0,0,7,Linen Ideas LtdUnit-2 67 Surrey StreetLEICESTERLEICESTERSHIRELE46FLGB,Seller 324-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_sl_s_ap_web_77028031?ie=UTF8&node=77028031&field-brandtextbin=TDP,NULL,NULL
15-Nov-20,Garden,Seller 325,Tuduo,8000,83,12,Canada,13,2,2,0,0,0,huayuanchanyequhaitaifazhanliudao6haohaitailvsechanyejidiH1zuo6cengAqubeifangwangzhongfuhuaqi049shitianjintianjin300143CN,Seller 325-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=Tuduo,NULL,NULL
15-Nov-20,Garden,Seller 326,N/B,2000,81,113,Canada,7,91,77,11,23,15,Longhuaxinqu Minzhijiedao ZhangkengerquBaiyiguangchang Adong901ShenzhenshiGuangdongsheng518000CN,Seller 326-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=N%2FB,NULL,NULL
15-Nov-20,Garden,Seller 327,WLHLFL,20000,NULL,NULL,Canada,1,0,0,0,0,0,huizhoushihuichengqudongshengerlu1haojunyuhuayuanT1dong31ceng01haofanghuizhoushiguangdongsheng516000CN,Seller 327-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=WLHLFL,NULL,NULL
15-Nov-20,Garden,Seller 328,Nicetruc,7000,67,3,Canada,2,1,0,0,0,33,xihulurenhezhongtianlishe1-1-5haodeyangshisichuansheng618000CN,Seller 328-storefrontlink,https://www.amazon.de/-/en/Nicetruc/b/ref=bl_dp_s_web_17301775031?ie=UTF8&node=17301775031&field-lbr_brands_browse-bin=Nicetruc,NULL,NULL
15-Nov-20,Garden,Seller 329,LINKLANK,2000,88,64,Canada,16,1535,474,0,0,13,LongHuaJieDaoSanLianSheQuLongHuanSanLu329HaoJinHeTianShangWuZhongXinL248LongHuaQuShenZhenShi518109CN,Seller 329-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=garden-de&field-keywords=LINKLANK,NULL,NULL
15-Nov-20,Garden,Seller 330,N / A,40,100,2,Canada,3,12,1,0,0,0,lv liang li shi qu shang an cun si xiang 18 haolv liang shishan xi sheng033000CN,Seller 330-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=N+%2F+A,NULL,NULL
15-Nov-20,Garden,Seller 331,Winnetoo,368,95,19,Germany,16,307,198,0,0,5,Sachsenhausen 17aEichenzellHessen36124DE,Seller 331-storefrontlink,https://www.amazon.de/-/en/Winnetoo/b/ref=bl_dp_s_web_18092679031?ie=UTF8&node=18092679031&field-lbr_brands_browse-bin=Winnetoo,shop@linofant.de,NULL
15-Nov-20,Garden,Seller 332,linoows,3000,98,127,Germany,6,68,20,0,3,2,LINOOWS MERCANTILE Inhaber Mathias SeidelSeestraï¿½e 15RheinsbergBrandenburg16831DE,Seller 332-storefrontlink,https://www.amazon.de/-/en/linoows/b/ref=bl_dp_s_web_3446662031?ie=UTF8&node=3446662031&field-lbr_brands_browse-bin=linoows,LINOOWS,033931/2221Email:
15-Nov-20,Garden,Seller 333,YQ,10000,0,1,Canada,3,1,0,0,0,100,li shi qu feng shan jie dao banqiao jia gou cun er xiang 002 haolv liang shishan xi sheng033000CN,Seller 333-storefrontlink,https://www.amazon.de/-/en/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-de&field-keywords=YQ,NULL,NULL
